,file,x1,y1,x2,y2,object
74,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,401,336,415,364,meteor
75,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,372,315,387,384,meteor
76,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,341,308,358,345,meteor
77,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,236,296,251,430,meteor
78,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,105,335,114,360,meteor
79,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0330_BEUCCL_SYS001.png,79,320,98,398,meteor
80,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,883,363,894,393,meteor
81,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,809,390,825,418,meteor
82,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,792,365,804,385,meteor
83,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,268,410,281,465,meteor
84,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,300,363,312,388,meteor
85,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,409,328,424,363,meteor
86,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,867,349,883,380,meteor
87,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,729,363,751,411,meteor
88,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,593,351,614,405,meteor
89,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,318,352,337,390,meteor
90,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2245_BEUCCL_SYS001.png,81,346,96,437,meteor
91,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1150_BEUCCL_SYS001.png,789,347,808,397,meteor
92,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1150_BEUCCL_SYS001.png,709,345,731,443,meteor
93,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1150_BEUCCL_SYS001.png,110,334,123,379,meteor
94,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1150_BEUCCL_SYS001.png,203,339,216,361,meteor
95,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1150_BEUCCL_SYS001.png,230,326,248,466,meteor
96,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,225,410,249,469,meteor
97,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,217,347,229,412,meteor
98,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,469,358,485,461,meteor
99,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,599,395,610,440,meteor
100,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,707,405,718,465,meteor
101,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,695,397,707,476,meteor
102,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0910_BEUCCL_SYS001.png,640,331,659,439,meteor
103,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1440_BEUCCL_SYS001.png,573,250,585,311,meteor
104,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1440_BEUCCL_SYS001.png,405,361,415,404,meteor
105,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1440_BEUCCL_SYS001.png,203,319,214,359,meteor
106,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1440_BEUCCL_SYS001.png,288,290,309,454,meteor
107,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1440_BEUCCL_SYS001.png,288,449,304,506,meteor
108,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0825_BEUCCL_SYS001.png,686,301,694,327,meteor
109,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0825_BEUCCL_SYS001.png,772,360,787,384,meteor
110,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0825_BEUCCL_SYS001.png,911,404,928,496,meteor
111,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0825_BEUCCL_SYS001.png,377,334,391,370,meteor
112,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0825_BEUCCL_SYS001.png,443,310,460,376,meteor
113,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,116,306,126,328,meteor
114,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,810,355,822,372,meteor
115,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,227,324,239,412,meteor
116,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,655,332,666,382,meteor
117,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,311,299,324,361,meteor
118,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,395,373,411,393,meteor
119,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0205_BEUCCL_SYS001.png,102,345,113,410,meteor
120,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,806,295,818,378,meteor
121,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,677,330,689,416,meteor
122,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,598,364,615,382,meteor
123,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,576,304,594,343,meteor
124,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,163,364,175,389,meteor
125,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,153,314,167,366,meteor
126,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,243,313,263,380,meteor
127,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,384,336,406,393,meteor
128,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0715_BEUCCL_SYS001.png,421,345,448,384,meteor
129,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0725_BEUCCL_SYS001.png,850,366,868,396,meteor
130,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0725_BEUCCL_SYS001.png,830,336,843,358,meteor
131,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0725_BEUCCL_SYS001.png,807,336,824,394,meteor
132,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0725_BEUCCL_SYS001.png,753,330,768,385,meteor
133,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0235_BEUCCL_SYS001.png,513,291,528,340,meteor
134,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0235_BEUCCL_SYS001.png,544,334,557,370,meteor
135,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0235_BEUCCL_SYS001.png,648,316,670,352,meteor
136,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0235_BEUCCL_SYS001.png,496,244,513,412,meteor
137,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0235_BEUCCL_SYS001.png,107,363,117,403,meteor
138,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,296,394,309,423,meteor
139,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,357,352,374,437,meteor
140,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,243,353,252,391,meteor
141,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,87,247,100,333,meteor
142,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,133,335,146,408,meteor
143,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,582,347,592,414,meteor
144,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,592,272,610,450,meteor
145,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1055_BEUCCL_SYS001.png,456,273,475,330,meteor
146,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,143,321,159,358,meteor
147,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,71,280,84,430,meteor
148,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,412,389,425,485,meteor
149,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,490,354,501,389,meteor
150,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,719,341,735,453,meteor
151,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,785,344,799,363,meteor
152,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_2340_BEUCCL_SYS001.png,760,375,782,516,meteor
153,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,557,380,570,397,meteor
154,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,240,373,249,409,meteor
155,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,465,308,476,347,meteor
156,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,676,268,695,284,meteor
157,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,888,288,903,406,meteor
158,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1545_BEUCCL_SYS001.png,422,300,438,413,meteor
159,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,551,378,567,410,meteor
160,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,464,368,478,404,meteor
161,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,480,307,495,373,meteor
162,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,856,293,872,338,meteor
163,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,828,325,848,404,meteor
164,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,285,360,297,443,meteor
165,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0815_BEUCCL_SYS001.png,173,252,204,467,meteor
166,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,921,273,930,353,meteor
167,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,638,303,652,329,meteor
168,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,719,297,744,370,meteor
169,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,673,297,690,351,meteor
170,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,567,379,582,454,meteor
171,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,500,365,555,425,meteor
172,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,581,280,603,325,meteor
173,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,422,298,436,393,meteor
174,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,127,322,147,357,meteor
175,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0920_BEUCCL_SYS001.png,174,320,193,358,meteor
176,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,151,349,171,385,meteor
177,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,553,240,568,375,meteor
178,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,532,177,550,468,meteor
179,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,706,328,718,381,meteor
180,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,733,324,743,381,meteor
181,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,866,300,881,390,meteor
182,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0300_BEUCCL_SYS001.png,768,304,778,475,meteor
183,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0610_BEUCCL_SYS001.png,313,272,328,375,meteor
184,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0610_BEUCCL_SYS001.png,692,230,710,391,meteor
185,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_0610_BEUCCL_SYS001.png,332,380,353,451,meteor
186,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,501,294,514,325,meteor
187,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,635,432,648,462,meteor
188,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,182,316,191,355,meteor
189,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,204,329,215,382,meteor
190,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,285,389,295,431,meteor
191,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,710,376,725,447,meteor
192,/Users/kirinpatel/github/autoRMZ/dataset/images/RAD_BEDOUR_20111007_1045_BEUCCL_SYS001.png,800,265,813,314,meteor
